UID,City,Zip,Lat,Long,Price,Crime Rate,Rent Price ,School Ranking ,Housing Growth,HOA
622,13,90331,34.0881692,-118.1228284," 53,133,264 ",63%,725,8,43.5834%,1327
623,2,90711,34.1036206,-118.1386643," 50,293,595 ",67%,2899,5,98.9328%,238
624,10,90795,34.0888486,-118.1464207," 7,585,111 ",93%,3673,8,85.4852%,1159
625,2,90519,34.0761893,-118.1199814," 13,780,933 ",7%,2856,6,30.9392%,104
626,4,90356,34.0626491,-118.1219985," 36,069,393 ",93%,2451,6,7.3914%,1282
627,19,90600,34.1111269,-118.1199526," 76,530,743 ",85%,2470,6,73.8826%,533
628,7,90284,34.0831795,-118.1239603," 19,401,430 ",72%,752,4,54.3340%,719
629,19,90652,34.0848912,-118.1367229," 82,427,313 ",94%,2315,1,23.4539%,1224
630,17,90732,34.0847252,-118.1572543," 28,263,627 ",24%,710,7,76.7574%,1389
631,12,90070,34.1025654,-118.163768," 44,656,574 ",16%,2346,9,50.1062%,80
632,16,90514,34.0698369,-118.1369724," 16,108,130 ",39%,6,3,93.7531%,481
633,7,90411,34.1060421,-118.1238707," 12,027,802 ",7%,95,2,27.2511%,266
634,12,90451,34.0868038,-118.1285993," 5,634,484 ",38%,3714,5,87.0831%,1331
635,5,90449,34.077988,-118.1100231," 58,497,620 ",11%,4618,3,28.2983%,47
636,5,90512,34.0763763,-118.1234679," 37,830,980 ",13%,2759,7,39.5987%,34
637,15,90208,34.1067924,-118.1563886," 8,199,473 ",30%,3922,2,10.0008%,1165
638,17,90277,34.0843585,-118.1359929," 43,538,314 ",34%,2428,5,69.4365%,964
639,11,90189,34.0761144,-118.1311666," 77,085,708 ",93%,3818,7,9.6344%,131
640,19,90349,34.0721423,-118.1321976," 78,331,202 ",72%,4021,8,47.4643%,1061
641,10,90095,34.0708577,-118.1458126," 75,009,367 ",52%,131,10,57.8455%,202
642,18,90778,34.0821554,-118.1129482," 79,738,728 ",39%,1712,4,81.0669%,392
643,10,90239,34.0789465,-118.1203432," 61,040,860 ",39%,3354,5,11.5404%,533
644,13,90252,34.1076583,-118.1123282," 71,985,471 ",82%,536,8,98.4912%,528
645,13,90760,34.0932402,-118.152819," 3,828,135 ",89%,1086,6,84.5176%,654
646,12,90347,34.061664,-118.1364745," 37,292,833 ",63%,1577,9,60.6205%,1032
647,6,90030,34.06668,-118.1434326," 60,494,582 ",33%,916,9,14.0044%,563
648,4,90358,34.0657455,-118.1511413," 26,472,122 ",65%,1047,1,95.5238%,466
649,18,90499,34.0829804,-118.1120753," 35,589,750 ",48%,1181,4,95.5640%,1148
650,3,90118,34.0662453,-118.1128932," 75,156,149 ",27%,4639,2,3.8327%,921
651,10,90719,34.0982232,-118.1170378," 36,771,618 ",12%,2137,9,99.0931%,869
652,19,90842,34.0782907,-118.1539234," 16,516,622 ",65%,70,8,22.6049%,289
653,10,90500,34.1092801,-118.1531215," 48,404,309 ",98%,3760,6,15.2433%,143
654,2,90541,34.0722206,-118.1165259," 92,995,581 ",41%,1432,9,57.9352%,1004
655,16,90001,34.0734281,-118.1348886," 54,145,247 ",38%,1405,2,5.2712%,426
656,5,90059,34.0872165,-118.1627127," 69,487,184 ",89%,3183,3,91.7601%,1050
657,15,90413,34.1016296,-118.1086379," 5,935,535 ",36%,3747,8,27.8693%,577
658,15,90305,34.0729476,-118.1177907," 82,333,617 ",29%,3276,5,94.6037%,1240
659,7,90681,34.0929883,-118.1550652," 87,392,339 ",30%,1123,5,41.5256%,802
660,16,90134,34.0729266,-118.1303334," 67,355,467 ",15%,1208,1,55.7756%,979
661,17,90177,34.067784,-118.1414294," 75,395,896 ",74%,2993,3,81.9379%,744
662,2,90528,34.1056904,-118.1196573," 550,181 ",36%,3323,1,13.9674%,529
663,5,90182,34.0932894,-118.1108359," 45,030,367 ",100%,4978,5,17.0945%,98
664,15,90260,34.0824498,-118.1188554," 42,058,044 ",20%,4764,2,31.3220%,867
665,19,90439,34.0995234,-118.1594552," 74,013,101 ",42%,1489,8,42.0670%,502
666,14,90378,34.0819411,-118.1611988," 10,526,987 ",94%,43,1,44.8858%,288
667,6,90412,34.0867512,-118.1248478," 74,757,441 ",98%,3578,6,47.3973%,231
668,2,90865,34.0611301,-118.1446398," 79,158,410 ",49%,4939,8,14.1554%,661
669,18,90744,34.1073453,-118.113286," 44,009,528 ",26%,1070,7,47.1861%,1279
670,15,90734,34.0658861,-118.1564422," 69,932,499 ",34%,435,3,69.2289%,998
671,2,90830,34.0902545,-118.1391481," 57,914,173 ",43%,966,9,71.3003%,1439
672,7,90667,34.0756493,-118.121276," 34,631,231 ",94%,3254,3,10.8791%,394
673,12,90584,34.1075692,-118.1534004," 4,070,501 ",78%,2420,7,3.0270%,503
674,1,90720,34.1055272,-118.1286821," 56,510,551 ",65%,465,1,32.5274%,1179
675,19,90557,34.1044785,-118.1445098," 41,412,449 ",52%,1116,6,2.8260%,1259
676,9,90684,34.1004528,-118.1597176," 12,587,207 ",54%,986,10,76.2048%,740
677,11,90325,34.065582,-118.1260519," 66,880,532 ",1%,2886,9,99.1841%,795
678,4,90666,34.1078336,-118.1247702," 40,180,871 ",94%,162,7,18.4676%,1127
679,5,90494,34.0802967,-118.1199291," 62,402,931 ",21%,2861,7,51.5086%,1415
680,11,90827,34.0870817,-118.1216298," 64,581,709 ",42%,4237,4,41.3997%,217
681,12,90364,34.0863573,-118.1185516," 25,822,500 ",84%,3460,5,82.3700%,113
682,2,90088,34.0914995,-118.1285671," 81,312,575 ",82%,845,9,9.7131%,885
683,20,90282,34.1065858,-118.1342723," 41,950,559 ",47%,839,1,58.4026%,1193
684,15,90770,34.0942582,-118.162288," 26,730,951 ",91%,542,5,72.7345%,567
685,18,90081,34.0864194,-118.1130536," 67,435,959 ",50%,4140,3,88.0800%,1116
686,9,90089,34.1019491,-118.1185925," 88,306,673 ",28%,2552,1,98.6035%,772
687,18,90281,34.1039894,-118.1492449," 81,081,136 ",62%,2935,8,48.3475%,186
688,1,90584,34.1012488,-118.1435097," 72,017,926 ",13%,3786,6,60.1952%,503
689,16,90169,34.1008072,-118.1312716," 36,141,376 ",9%,2701,8,2.7616%,658
690,14,90691,34.0960313,-118.1142644," 89,628,293 ",52%,3237,9,59.6526%,335
691,15,90833,34.0759367,-118.1192105," 48,110,609 ",42%,317,2,69.6294%,290
692,5,90336,34.0824396,-118.1212287," 92,164,696 ",45%,4604,6,86.6905%,850
693,16,90137,34.1019372,-118.1556553," 89,747,266 ",40%,4941,1,74.3434%,924
694,12,90642,34.0745282,-118.1174447," 82,699,169 ",1%,2644,7,26.7023%,829
695,19,90072,34.0989835,-118.1602647," 93,392,376 ",47%,1995,3,66.5740%,815
696,9,90748,34.1050327,-118.1376292," 37,485,069 ",84%,1982,4,72.8510%,25
697,19,90846,34.1034636,-118.1301619," 20,579,355 ",17%,3648,6,6.9160%,135
698,15,90802,34.0601947,-118.134713," 93,966,803 ",11%,4715,5,54.9113%,655
699,1,90413,34.0961022,-118.1367015," 5,944,575 ",16%,4034,9,20.1017%,240
700,13,90637,34.0722319,-118.1369498," 23,765,721 ",88%,2056,1,13.9697%,1112
701,8,90340,34.0895373,-118.1294019," 92,090,037 ",58%,2308,2,11.1024%,777
702,15,90612,34.0742148,-118.1272505," 52,260,593 ",41%,4349,9,60.8729%,422
703,10,90286,34.1044598,-118.1487128," 41,421,872 ",59%,1447,2,46.8334%,136
704,18,90237,34.0685289,-118.1363392," 46,524,688 ",60%,319,2,92.8561%,264
705,10,90558,34.1094372,-118.1208259," 99,395,427 ",38%,24,3,90.6723%,1111
706,20,90794,34.1103437,-118.1103175," 1,806,608 ",5%,4079,5,41.6092%,222
707,8,90103,34.0768207,-118.1559535," 78,366,771 ",85%,3360,4,34.9953%,203
708,19,90804,34.0684191,-118.1459799," 92,091,863 ",94%,23,5,8.3612%,308
709,6,90535,34.0705354,-118.130522," 56,114,937 ",8%,3054,4,15.1901%,1111
710,13,90194,34.0775302,-118.1274631," 68,586,618 ",53%,2084,8,39.8946%,1429
711,15,90418,34.102945,-118.1532298," 86,453,126 ",24%,2567,6,10.7107%,39
712,2,90396,34.1054026,-118.1473695," 97,745,571 ",2%,2739,5,81.6574%,804
713,1,90236,34.0609948,-118.1460743," 57,625,132 ",88%,3146,6,76.0698%,1010
714,11,90272,34.0816667,-118.1493249," 29,673,063 ",95%,4380,4,32.5957%,235
715,2,90219,34.0816267,-118.1280887," 10,013,057 ",67%,1475,7,81.8306%,1026
716,7,90015,34.0890065,-118.1355631," 87,407,602 ",53%,889,7,8.2001%,1216
717,2,90098,34.0673049,-118.1562792," 48,800,342 ",24%,1853,2,70.2394%,882
718,7,90800,34.0758503,-118.1623927," 4,598,216 ",30%,1878,1,32.7748%,1354
719,12,90363,34.0861158,-118.1173065," 34,071,476 ",21%,4626,5,68.9777%,144
720,6,90197,34.0720531,-118.1433204," 15,253,406 ",64%,350,8,89.3969%,708
721,15,90617,34.0706557,-118.1297222," 36,450,623 ",81%,4567,7,38.8533%,917
722,15,90755,34.0684404,-118.1202642," 69,507,628 ",69%,1402,8,11.0432%,106
723,15,90192,34.0935356,-118.1260296," 28,709,121 ",21%,2136,3,40.6567%,685
724,5,90236,34.0774465,-118.1261424," 83,500,351 ",40%,4390,5,43.7366%,112
725,11,90677,34.0845841,-118.1162535," 49,605,068 ",33%,1063,9,62.1975%,172
726,11,90251,34.0912509,-118.1114847," 10,769,997 ",84%,1354,10,86.4571%,107
727,19,90143,34.0686558,-118.1465351," 86,149,025 ",79%,2237,2,65.0511%,411
728,8,90692,34.0876259,-118.1494448," 99,473,102 ",69%,818,5,84.6183%,854
729,10,90598,34.0978359,-118.1443957," 16,475,712 ",53%,3221,8,68.9697%,652
730,6,90649,34.0937958,-118.1458283," 56,239,355 ",89%,4683,3,82.2764%,74
731,14,90293,34.0772084,-118.1262144," 72,856,720 ",73%,1550,9,34.7321%,123
732,15,90856,34.0893442,-118.1311745," 89,120,741 ",53%,4041,4,27.5505%,76
733,8,90236,34.107678,-118.1142704," 21,957,303 ",73%,3040,10,15.9236%,1162
734,14,90193,34.0925656,-118.1327519," 73,695,109 ",61%,1185,9,15.2298%,890
735,14,90400,34.0936593,-118.1642233," 59,528,125 ",73%,478,2,55.0725%,788
736,8,90276,34.0757504,-118.1356166," 84,894,168 ",75%,3711,4,32.5411%,966
737,9,90713,34.0930508,-118.1541066," 1,875,186 ",30%,1284,6,13.0886%,483
738,15,90782,34.1036431,-118.1384696," 46,581,699 ",26%,25,2,31.3398%,774
739,9,90028,34.0695817,-118.1509668," 83,441,311 ",60%,1819,8,75.0761%,32
740,17,90767,34.0636156,-118.1440711," 77,203,097 ",4%,1290,4,83.1957%,814
741,15,90277,34.101465,-118.1345331," 53,096,419 ",28%,211,4,2.2545%,1044
742,1,90208,34.0632903,-118.1336595," 55,715,852 ",18%,4404,2,49.0125%,1347
743,20,90110,34.0621119,-118.1236125," 74,719,248 ",63%,1605,6,30.8371%,1336
744,12,90717,34.0924778,-118.1585532," 43,701,199 ",7%,2579,7,46.5946%,635
745,10,90864,34.0820807,-118.1442824," 24,155,586 ",60%,2433,1,33.1929%,1452
746,14,90416,34.0690592,-118.1251167," 15,801,711 ",30%,1246,10,11.8256%,865
747,5,90413,34.0962036,-118.1281276," 84,747,228 ",42%,1226,7,38.8287%,1192
748,20,90429,34.0850092,-118.1129035," 677,533 ",88%,2243,4,35.6839%,98
749,16,90507,34.0976402,-118.1301911," 89,191,987 ",46%,688,9,59.6610%,137
750,16,90241,34.0734731,-118.1410722," 38,293,597 ",66%,1109,6,95.3819%,806
751,20,90289,34.0956014,-118.1112657," 7,394,165 ",88%,1982,3,80.0409%,690
752,9,90352,34.0665781,-118.1255264," 30,100,128 ",38%,3239,9,65.2399%,395
753,9,90067,34.06973,-118.1513526," 60,950,789 ",10%,1000,2,31.9372%,341
754,2,90188,34.0837943,-118.1206609," 26,661,131 ",48%,4545,10,58.7009%,548
755,20,90536,34.0916829,-118.1330116," 80,274,527 ",67%,3401,10,29.3215%,1046
756,9,90826,34.080397,-118.1529259," 5,431,713 ",23%,3920,5,99.0503%,1435
757,20,90733,34.090835,-118.12386," 71,715,684 ",47%,50,9,44.0051%,1333
758,19,90878,34.0726562,-118.1420794," 66,258,606 ",60%,4080,10,68.5557%,562
759,17,90319,34.0742268,-118.1583774," 96,136,097 ",16%,3421,3,99.4787%,6
760,8,90170,34.1103868,-118.1613824," 7,554,347 ",36%,4030,2,92.9298%,567
761,1,90352,34.0868271,-118.1391407," 81,562,499 ",40%,1940,7,6.7239%,243
762,1,90028,34.1064357,-118.1414662," 18,711,083 ",29%,2345,8,7.2816%,1016
763,18,90792,34.1040733,-118.1182263," 27,195,855 ",7%,265,2,4.0120%,549
764,4,90170,34.0869416,-118.153468," 87,336,073 ",37%,52,8,11.7627%,25
765,17,90783,34.1090168,-118.155926," 12,344,953 ",46%,3238,7,4.5702%,798
766,20,90645,34.0931064,-118.1230369," 95,367,525 ",67%,3364,1,57.9508%,222
767,2,90813,34.0798769,-118.1229265," 67,721,165 ",21%,2629,9,43.8064%,288
768,13,90686,34.0621632,-118.1404397," 60,453,045 ",6%,3554,8,26.3190%,807
769,9,90692,34.1099456,-118.1161156," 2,348,373 ",98%,2801,8,54.5256%,256
770,6,90893,34.1042753,-118.1195625," 79,399,193 ",53%,847,4,24.3885%,557
771,3,90482,34.0921308,-118.1363827," 48,361,033 ",43%,4932,2,21.2889%,1276
772,11,90411,34.0977316,-118.1370915," 3,505,380 ",62%,4296,5,6.3588%,126
773,14,90132,34.0843297,-118.1490558," 49,588,727 ",82%,1735,6,43.1103%,611
774,17,90808,34.0923961,-118.1117263," 29,309,654 ",44%,4488,8,77.5730%,968
775,18,90596,34.0922583,-118.1251355," 21,994,013 ",39%,108,7,25.7053%,1449
776,5,90619,34.1010903,-118.1451037," 9,453,656 ",91%,1567,5,39.1539%,260
777,13,90762,34.0929537,-118.1190042," 94,146,152 ",63%,4397,5,58.0710%,130
778,14,90738,34.0712855,-118.135094," 18,445,659 ",86%,2744,3,32.0709%,1484
779,9,90841,34.0781487,-118.1249078," 54,988,389 ",22%,739,6,82.2013%,911
780,5,90096,34.09325,-118.1230681," 90,609,404 ",78%,1952,10,20.2917%,200
781,11,90594,34.0963255,-118.1100892," 65,524,707 ",41%,2710,8,3.6071%,1085
782,12,90199,34.1006748,-118.1304557," 66,857,841 ",73%,4235,2,8.5571%,1251
783,20,90200,34.1109341,-118.1261028," 7,246,797 ",23%,3007,3,92.6795%,333
784,16,90831,34.075687,-118.1371292," 79,693,231 ",39%,4414,9,98.3203%,488
785,17,90466,34.0952823,-118.1275704," 7,910,962 ",93%,3829,1,71.6141%,369
786,4,90292,34.0706776,-118.124128," 88,851,658 ",53%,1254,8,21.2669%,170
787,4,90648,34.0760882,-118.1176754," 99,661,325 ",24%,4217,9,4.1732%,381
788,13,90207,34.0708298,-118.1171432," 28,510,343 ",17%,2845,5,93.7166%,785
789,4,90484,34.0871596,-118.1411316," 79,909,026 ",99%,4933,7,37.6121%,1409
790,17,90547,34.0972433,-118.1302773," 44,484,949 ",93%,2345,6,61.6909%,1227
791,12,90479,34.0980722,-118.145245," 15,390,240 ",63%,4298,6,6.7605%,158
792,13,90341,34.099194,-118.1200433," 57,752,109 ",13%,2003,7,10.7137%,1010
793,6,90727,34.1028362,-118.1200343," 1,050,235 ",78%,311,5,5.6013%,191
794,12,90483,34.0650174,-118.1436796," 14,240,224 ",35%,3993,9,99.6117%,1427
795,9,90401,34.108494,-118.1486447," 58,169,098 ",60%,2602,1,28.7528%,1488
796,20,90504,34.0854335,-118.1434564," 69,675,392 ",54%,3831,6,65.2155%,80
797,4,90853,34.082127,-118.1256824," 75,402,604 ",37%,2988,9,58.7284%,472
798,9,90501,34.0938143,-118.1414312," 50,704,831 ",70%,4359,9,18.4175%,813
799,15,90062,34.097631,-118.1190522," 62,075,840 ",42%,4032,9,77.9299%,1147
800,4,92152,34.108903,-118.1496416," 74,647,567 ",93%,2144,7,45.4723%,40
801,8,91775,34.0874071,-118.1609376," 11,610,221 ",77%,4170,3,69.6189%,1067
802,3,91166,34.067335,-118.1502045," 98,869,499 ",71%,4317,8,74.2838%,400
803,2,93232,34.1016495,-118.1349496," 37,548,503 ",38%,1395,4,72.5632%,885
804,18,92852,34.0867162,-118.1260065," 42,637,389 ",44%,128,4,26.6391%,973
805,20,91812,34.0829938,-118.1538522," 62,247,965 ",99%,3909,9,9.7373%,1243
806,1,91424,34.0875551,-118.1358365," 41,100,639 ",4%,3240,4,6.6387%,971
807,10,93439,34.1010762,-118.1131398," 94,592,418 ",46%,976,5,13.5238%,1184
808,16,93014,34.1055963,-118.1460817," 22,215,859 ",21%,4628,6,45.2067%,1132
809,10,93499,34.0701252,-118.1107348," 30,237,664 ",63%,6,10,36.8061%,72
810,7,92464,34.0988738,-118.1432539," 75,701,895 ",12%,4635,5,13.4242%,1023
811,13,92359,34.0977931,-118.1498184," 86,425,751 ",67%,1275,3,27.8897%,1468
812,1,92884,34.0702487,-118.1085341," 53,333,477 ",41%,1841,10,18.8916%,493
813,16,91837,34.0635123,-118.1571387," 93,226,876 ",92%,2307,1,78.3958%,788
814,18,92182,34.093023,-118.1307248," 38,348,449 ",85%,3134,5,62.0551%,1371
815,11,92564,34.0603794,-118.1294804," 7,784,192 ",12%,4845,8,53.3042%,1358
816,8,92825,34.1097521,-118.115198," 32,787,375 ",64%,1344,6,35.4771%,74
817,7,91296,34.0678801,-118.1486537," 71,240,503 ",11%,2768,10,82.9045%,78
818,18,92931,34.0697316,-118.1198882," 42,099,014 ",24%,1532,5,19.9066%,396
819,12,93237,34.0605113,-118.1418273," 39,832,344 ",21%,2497,3,97.6796%,1211
820,17,92865,34.0941758,-118.1351367," 94,744,072 ",37%,502,2,36.2268%,742
821,16,91407,34.0809213,-118.1320791," 33,185,678 ",9%,3238,4,73.8144%,8
822,1,92169,34.0871554,-118.1334787," 34,433,099 ",35%,1997,1,6.1176%,885
823,16,92199,34.0897547,-118.1623264," 86,497,918 ",36%,1786,3,15.2339%,539
824,2,91001,34.1107054,-118.1578597," 95,427,007 ",76%,4721,7,67.7082%,18
825,19,91808,34.0805917,-118.1358204," 19,624,542 ",97%,2847,10,43.8205%,225
826,10,93354,34.0842822,-118.1594287," 70,256,432 ",23%,941,8,36.6948%,883
827,4,91481,34.0751111,-118.128102," 3,206,576 ",45%,89,9,4.3137%,887
828,14,92661,34.0999785,-118.1354095," 93,971,021 ",4%,508,2,50.1205%,1137
829,9,92375,34.0836569,-118.1541107," 73,042,217 ",91%,4021,6,73.2870%,293
830,18,91726,34.098251,-118.1455281," 28,218,592 ",69%,2012,9,87.7528%,88
831,2,92315,34.084836,-118.1506148," 49,758,837 ",70%,2331,2,15.3593%,513
832,16,91959,34.0800753,-118.1283233," 15,692,614 ",92%,753,8,24.7718%,532
833,10,93373,34.099929,-118.1489697," 10,756,997 ",73%,524,2,12.9943%,1005
834,11,93161,34.1083564,-118.1530877," 15,786,136 ",62%,3528,2,39.2910%,612
835,17,92061,34.0836243,-118.150792," 62,459,758 ",32%,1716,9,17.9746%,237
836,5,92167,34.0826578,-118.1225218," 86,429,090 ",16%,3249,2,54.4422%,1129
837,18,92483,34.071158,-118.1393181," 32,896,733 ",26%,774,9,87.8898%,1426
838,15,91085,34.0867662,-118.13132," 58,719,795 ",71%,1067,5,17.2154%,870
839,19,92746,34.0853532,-118.1216552," 68,969,380 ",49%,2725,5,89.1240%,822
840,2,93078,34.0950201,-118.1599467," 84,763,233 ",49%,271,6,17.9954%,984
841,10,92965,34.0604076,-118.1166912," 79,849,082 ",16%,4654,3,3.7942%,1449
842,16,92509,34.087581,-118.1533686," 88,611,375 ",32%,2924,8,85.2254%,290
843,16,93201,34.0951607,-118.1407716," 59,997,336 ",34%,1466,5,78.5705%,713
844,9,92875,34.0760745,-118.1107119," 99,641,058 ",88%,2093,8,55.3855%,1080
845,8,91171,34.0693592,-118.1223653," 7,899,961 ",14%,3381,9,10.4434%,1203
846,14,93516,34.0696423,-118.1611294," 50,263,196 ",24%,642,1,95.6719%,55
847,3,92726,34.0657603,-118.1152761," 43,232,006 ",7%,438,5,50.2861%,1243
848,2,92782,34.0631518,-118.14118," 84,347,132 ",67%,2687,3,30.5534%,94
849,1,91717,34.0978472,-118.1203067," 26,135,749 ",29%,1831,3,43.6137%,120
850,12,93274,34.0617768,-118.157634," 24,778,888 ",32%,3547,6,94.4716%,114
851,3,92932,34.0883556,-118.1429069," 51,161,238 ",1%,3495,9,8.6365%,625
852,3,93293,34.0991263,-118.1248296," 69,056,449 ",15%,854,3,49.7264%,349
853,2,92026,34.0897258,-118.1566277," 72,915,601 ",9%,1503,7,24.8207%,21
854,8,93406,34.0900188,-118.1567894," 10,215,737 ",16%,4564,5,68.0070%,384
855,18,92435,34.0610882,-118.14221," 94,701,247 ",3%,2682,7,32.4581%,1316
856,12,93543,34.1012048,-118.1317233," 94,448,270 ",64%,2063,5,7.8302%,875
857,9,92860,34.0774624,-118.1436366," 27,156,574 ",33%,3496,4,32.4076%,1131
858,3,92399,34.1029637,-118.1311933," 90,915,888 ",11%,200,6,68.0429%,838
859,7,93169,34.0733147,-118.1209602," 84,223,876 ",1%,747,1,43.5242%,875
860,13,92472,34.0946973,-118.1095267," 57,119,956 ",36%,2858,3,98.6419%,713
861,4,92291,34.0745909,-118.1204747," 33,259,219 ",12%,1309,8,45.3322%,1091
862,16,91826,34.0801302,-118.139786," 49,341,243 ",47%,4350,4,59.4918%,703
863,16,92668,34.1064028,-118.140833," 12,933,464 ",93%,289,4,47.5664%,672
864,11,92759,34.0749447,-118.1297049," 30,085,852 ",40%,4817,7,0.7881%,334
865,1,92891,34.0925797,-118.1150224," 37,877,202 ",51%,3628,7,79.4937%,904
866,18,93325,34.0898169,-118.109317," 91,280,319 ",39%,624,3,71.5481%,920
867,14,92244,34.1040043,-118.1603208," 52,920,434 ",22%,1389,1,37.1380%,1456
868,3,91964,34.0807381,-118.1107306," 6,810,233 ",1%,46,8,5.6982%,336
869,14,91017,34.0602024,-118.1423491," 75,118,315 ",50%,221,1,19.1845%,1408
870,15,91862,34.084658,-118.1495011," 14,032,697 ",19%,3512,3,32.6243%,80
871,11,93359,34.0677503,-118.1379321," 67,659,913 ",16%,4030,9,57.4527%,1190
872,12,91385,34.0983675,-118.1472305," 64,896,494 ",66%,3235,5,71.3818%,177
873,14,91921,34.0708627,-118.1612965," 32,132,696 ",68%,1063,2,52.8409%,1487
874,10,91536,34.0895409,-118.1171253," 75,641,339 ",37%,4493,2,93.1361%,361
875,9,92353,34.1081963,-118.1146382," 7,330,007 ",79%,3248,3,68.5895%,144
876,14,91961,34.0648882,-118.1201036," 88,559,783 ",66%,4438,9,95.5353%,916
877,10,92903,34.0616275,-118.1240181," 48,371,799 ",46%,4429,10,96.1525%,84
878,20,91827,34.1079866,-118.1106849," 81,712,860 ",36%,3707,7,15.7684%,1427
879,17,92507,34.0698782,-118.1289585," 57,779,514 ",26%,3098,2,71.0211%,1300
880,11,91257,34.0922293,-118.1519443," 73,307,660 ",38%,907,8,42.2703%,789
881,16,91720,34.0750129,-118.1114545," 63,053,126 ",53%,4955,7,3.2487%,1216
882,4,92153,34.1041849,-118.1087739," 8,065,608 ",10%,4989,9,33.0320%,765
883,10,92467,34.0661911,-118.1217099," 2,725,107 ",90%,2338,10,58.7144%,933
884,9,92943,34.0925817,-118.1202517," 33,689,111 ",27%,2054,3,45.2798%,359
885,7,92909,34.0872497,-118.1178354," 90,685,323 ",84%,4137,2,64.4337%,423
886,4,93389,34.0733741,-118.1337118," 58,225,228 ",39%,4802,2,10.7764%,712
887,12,91971,34.0639807,-118.1132237," 61,395,075 ",95%,4099,9,61.0151%,435
888,4,93236,34.1072164,-118.1551693," 66,115,741 ",50%,3491,9,51.5710%,1160
889,10,92138,34.1009331,-118.1339379," 8,553,571 ",60%,1336,4,66.2546%,658
890,14,92077,34.1111224,-118.1361501," 7,202,431 ",80%,2485,7,83.3296%,774
891,10,92572,34.0723487,-118.1114122," 73,143,747 ",75%,552,3,23.8793%,640
892,16,92994,34.1110858,-118.1403314," 60,779,228 ",97%,222,6,55.8995%,86
893,12,93033,34.0885533,-118.1247533," 8,031,499 ",3%,197,10,90.5969%,343
894,16,91085,34.0932934,-118.1451233," 7,441,254 ",5%,2096,10,13.1182%,136
895,11,91351,34.0907794,-118.1412929," 67,785,868 ",53%,321,3,68.7301%,942
896,4,92444,34.0700128,-118.1335629," 13,558,503 ",58%,4187,1,95.0255%,725
897,4,91034,34.1048348,-118.1229725," 49,458,409 ",96%,3091,9,8.2544%,443
898,7,91033,34.0689045,-118.1158675," 29,301,574 ",17%,4470,6,38.3281%,639
899,18,92054,34.0921196,-118.157594," 93,036,860 ",9%,1022,4,41.4481%,773
900,1,92603,34.0953347,-118.1086804," 83,823,032 ",10%,868,5,47.5541%,721
901,10,92683,34.1033225,-118.1136211," 54,542,254 ",26%,1973,1,24.1962%,416
902,6,91664,34.0741891,-118.1274766," 11,847,657 ",50%,3810,10,33.9045%,157
903,3,91394,34.0706471,-118.1084703," 95,706,294 ",77%,3926,5,99.4597%,1023
904,7,93306,34.1068639,-118.1297884," 88,110,125 ",39%,361,6,27.8028%,455
905,9,93510,34.0728245,-118.1606001," 87,232,374 ",61%,2645,10,3.4910%,672
906,9,91734,34.100422,-118.1150327," 22,133,007 ",54%,748,8,65.3130%,1246
907,17,93083,34.0964078,-118.1106947," 26,026,255 ",92%,4295,9,25.1889%,1384
908,20,93252,34.0760806,-118.1398138," 32,813,722 ",59%,1746,1,78.6277%,336
909,18,91466,34.0650236,-118.1195985," 44,885,210 ",40%,1498,8,97.6985%,853
910,3,91966,34.0648383,-118.1553662," 2,764,653 ",68%,2088,9,53.7425%,302
911,16,93404,34.0900118,-118.1177312," 84,236,308 ",58%,1460,7,3.1588%,42
912,15,93464,34.0934035,-118.1458607," 89,732,293 ",42%,115,3,98.0660%,1261
913,11,91335,34.0779273,-118.1483092," 93,476,796 ",50%,200,8,19.0465%,451
914,16,91379,34.0875065,-118.1293728," 61,227,222 ",87%,4003,6,45.5768%,735
915,6,91605,34.0954294,-118.1542721," 91,790,116 ",10%,893,2,40.1830%,777
916,9,92937,34.0904398,-118.1268101," 15,167,388 ",22%,4870,2,8.2925%,1166
917,10,93340,34.0850925,-118.1107041," 59,298,108 ",57%,2594,6,4.3675%,1
918,14,91488,34.0962738,-118.1111301," 19,004,451 ",74%,2467,8,70.6505%,442
919,16,91611,34.0632427,-118.1340946," 63,783,231 ",42%,2966,7,65.8247%,118
920,6,91591,34.0636069,-118.1315434," 24,294,352 ",40%,4784,3,51.0692%,910
921,8,92611,34.1055151,-118.1547493," 67,009,800 ",58%,928,10,19.4186%,346
922,17,92035,34.0881166,-118.1590007," 37,989,664 ",32%,2629,8,90.5527%,1167
923,5,91354,34.0976106,-118.1181885," 40,190,913 ",46%,1119,4,21.0867%,793
924,16,91216,34.0757285,-118.1096034," 88,439,731 ",27%,3596,6,1.2464%,374
925,16,92102,34.0868026,-118.134886," 43,277,338 ",56%,2641,5,33.5747%,428
926,1,93363,34.0704205,-118.1532826," 47,336,274 ",17%,1667,3,46.4035%,334
927,1,92987,34.0631921,-118.1508075," 7,830,934 ",90%,4700,4,38.4317%,449
928,8,91073,34.0795546,-118.1099462," 95,237,578 ",63%,2094,4,40.5276%,706
929,9,92161,34.1046869,-118.1107953," 24,075,079 ",77%,627,9,3.4789%,26
930,5,92306,34.0712439,-118.1368604," 33,455,230 ",27%,3320,3,77.2899%,862
931,20,92716,34.0939994,-118.1275547," 1,913,673 ",5%,267,1,83.9936%,334
